"","Name","Label","Country_specific","Scale_type","Type","Format","Valid","Invalid","Question","Group"
"443","edagefgb","Father's age when completed full time education, United Kingdom","yes","nominal","continuous","numeric-4.0",1487,42900,"F52GB3 How old was your father when he completed continuous full-time education? (United Kingdom)","Group Socio-demographics"
"444","edlvfdhu","Father's highest level of education, Hungary","yes","nominal","discrete","numeric-4.0",1467,42920,"F52HU What is the highest level of education your father successfully completed? (Hungary)","Group Socio-demographics"
"445","edlvfdie","Father's highest level of education, Ireland","yes","nominal","discrete","numeric-4.0",2520,41867,"F52IE What is the highest level of education your father successfully completed? (Ireland)","Group Socio-demographics"
"446","edufbil1","Father's highest level of education, Israeli education, Israel","yes","nominal","discrete","numeric-4.0",2223,42164,"F52IL What is the highest level of education your father successfully completed? (Israel 1)","Group Socio-demographics"
"447","edufail2","Father's highest level of education, Russian education, Israel","yes","nominal","discrete","numeric-4.0",215,44172,"F52IL What is the highest level of education your father successfully completed? (Israel 2)","Group Socio-demographics"
"448","edlvfdis","Father's highest level of education, Iceland","yes","nominal","discrete","numeric-4.0",844,43543,"F52IS What is the highest level of education your father successfully completed? (Iceland)","Group Socio-demographics"
"449","edlvfdit","Father's highest level of education, Italy","yes","nominal","discrete","numeric-4.0",2448,41939,"F52IT What is the highest level of education your father successfully completed? (Italy)","Group Socio-demographics"
"450","edlvfdlt","Father's highest level of education, Lithuania","yes","nominal","discrete","numeric-4.0",1783,42604,"F52LT What is the highest level of education your father successfully completed? (Lithuania)","Group Socio-demographics"
"451","edlvfenl","Father's highest level of education, Netherlands","yes","nominal","discrete","numeric-4.0",1481,42906,"F52NL What is the highest level of education your father successfully completed? (Netherlands)","Group Socio-demographics"
"452","edlvfdno","Father's highest level of education, Norway","yes","nominal","discrete","numeric-4.0",1497,42890,"F52NO What is the highest level of education your father successfully completed? (Norway)","Group Socio-demographics"
"453","edlvfepl","Father's highest level of education, Poland","yes","nominal","discrete","numeric-4.0",1548,42839,"F52PL What is the highest level of education your father successfully completed? (Poland)","Group Socio-demographics"
"454","edlvfdpt","Father's highest level of education, Portugal","yes","nominal","discrete","numeric-4.0",1147,43240,"F52PT What is the highest level of education your father successfully completed? (Portugal)","Group Socio-demographics"
"455","edlvfdru","Father's highest level of education, Russian Federation","yes","nominal","discrete","numeric-4.0",1965,42422,"F52RU What is the highest level of education your father successfully completed? (Russian Federation)","Group Socio-demographics"
"456","edlvfdse","Father's highest level of education, Sweden","yes","nominal","discrete","numeric-4.0",1390,42997,"F52SE What is the highest level of education your father successfully completed? (Sweden)","Group Socio-demographics"
"457","edlvfesi","Father's highest level of education, Slovenia","yes","nominal","discrete","numeric-4.0",1244,43143,"F52SI What is the highest level of education your father successfully completed? (Slovenia)","Group Socio-demographics"
"458","emprf14","Father's employment status when respondent 14","no","nominal","discrete","numeric-1.0",42703,1684,"F53 When you were 14, did your father work as an employee, was he self- employed, or was he not working then?","Group Socio-demographics"
"459","occf14b","Father's occupation when respondent 14","no","nominal","discrete","numeric-2.0",37526,6861,"F55 Which of the descriptions on this card best describes the sort of work he did when you were 14?","Group Socio-demographics"
"460","edulvlmb","Mother's highest level of education","no","nominal","discrete","numeric-4.0",41439,2948,"F56 What is the highest level of education your mother successfully completed?","Group Socio-demographics"
"461","eiscedm","Mother's highest level of education, ES - ISCED","yes","nominal","discrete","numeric-2.0",41439,2948,"F56 Generated variable: Mother's highest level of education, ES - ISCED","Group Socio-demographics"
"462","edlvmeat","Mother's highest level of education, Austria","yes","nominal","discrete","numeric-4.0",1966,42421,"F56AT What is the highest level of education your mother successfully completed? (Austria)","Group Socio-demographics"
"463","edlvmebe","Mother's highest level of education, Belgium","yes","nominal","discrete","numeric-4.0",1633,42754,"F56BE What is the highest level of education your mother successfully completed? (Belgium)","Group Socio-demographics"
"464","edlvmdch","Mother's highest level of education, Switzerland","yes","nominal","discrete","numeric-4.0",1457,42930,"F56CH What is the highest level of education your mother successfully completed? (Switzerland)","Group Socio-demographics"
"465","edlvmdcz","Mother's highest level of education, Czechia","yes","nominal","discrete","numeric-4.0",2225,42162,"F56CZ What is the highest level of education your mother successfully completed? (Czechia)","Group Socio-demographics"
"466","edumbde1","Mother's highest level of education, Germany:
h??chster allgemeinbildender Schulabschluss","yes","nominal","discrete","numeric-4.0",2674,41713,"F56DE1 What is the highest level of education your mother successfully completed? (Germany 1)","Group Socio-demographics"
"467","edumade2","Mother's highest level of education, Germany:
h??chster Studienabschluss","yes","nominal","discrete","numeric-4.0",2723,41664,"F56DE2 What is the highest level of education your mother successfully completed? (Germany 2)","Group Socio-demographics"
"468","edumade3","Mother's highest level of education, Germany: h??chster
Ausbildungsabschluss","yes","nominal","discrete","numeric-4.0",2623,41764,"F56DE3 What is the highest level of education your mother successfully completed? (Germany 3)","Group Socio-demographics"
"469","edlvmdee","Mother's highest level of education, Estonia","yes","nominal","discrete","numeric-4.0",1938,42449,"F56EE What is the highest level of education your mother successfully completed? (Estonia)","Group Socio-demographics"
"470","edlvmfes","Mother's highest level of education, Spain","yes","nominal","discrete","numeric-4.0",1889,42498,"F56ES What is the highest level of education your mother successfully completed? (Spain)","Group Socio-demographics"
"471","edlvmdfi","Mother's highest level of education, Finland","yes","nominal","discrete","numeric-4.0",1877,42510,"F56FI What is the highest level of education your mother successfully completed? (Finland)","Group Socio-demographics"
"472","edlvmdfr","Mother's highest level of education, France","yes","nominal","discrete","numeric-4.0",1812,42575,"F56FR What is the highest level of education your mother successfully completed? (France)","Group Socio-demographics"
"473","edumbgb1","Mother's highest level of education, United Kingdom: Up to 2 or more A-levels or equivalent","yes","nominal","discrete","numeric-4.0",1689,42698,"F56GB1 What is the highest level of education your mother successfully completed? (United Kingdom 1)","Group Socio-demographics"
"474","edumagb2","Mother's highest level of education, United Kingdom: Up to Ph.D or equivalent","yes","nominal","discrete","numeric-4.0",1689,42698,"F56GB2 What is the highest level of education your mother successfully completed? (United Kingdom 2)","Group Socio-demographics"
"475","edagemgb","Mother's age when completed full time education, United Kingdom","yes","nominal","continuous","numeric-4.0",1552,42835,"F56GB3 How old was your mother when she completed continuous full- time education? (United Kingdom)","Group Socio-demographics"
"476","edlvmdhu","Mother's highest level of education, Hungary","yes","nominal","discrete","numeric-4.0",1519,42868,"F56HU What is the highest level of education your mother successfully completed? (Hungary)","Group Socio-demographics"
"477","edlvmdie","Mother's highest level of education, Ireland","yes","nominal","discrete","numeric-4.0",2534,41853,"F56IE What is the highest level of education your mother successfully completed? (Ireland)","Group Socio-demographics"
"478","edumbil1","Mother's highest level of education, Israeli education, Israel","yes","nominal","discrete","numeric-4.0",2356,42031,"F56IL What is the highest level of education your mother successfully completed? (Israel 1)","Group Socio-demographics"
"479","edumail2","Mother's highest level of education, Russian education, Israel","yes","nominal","discrete","numeric-4.0",229,44158,"F56IL What is the highest level of education your mother successfully completed? (Israel 2)","Group Socio-demographics"
"480","edlvmdis","Mother's highest level of education, Iceland","yes","nominal","discrete","numeric-4.0",857,43530,"F56IS What is the highest level of education your mother successfully completed? (Iceland)","Group Socio-demographics"
"481","edlvmdit","Mother's highest level of education, Italy","yes","nominal","discrete","numeric-4.0",2476,41911,"F56IT What is the highest level of education your mother successfully completed? (Italy)","Group Socio-demographics"
"482","edlvmdlt","Mother's highest level of education, Lithuania","yes","nominal","discrete","numeric-4.0",1931,42456,"F56LT What is the highest level of education your mother successfully completed? (Lithuania)","Group Socio-demographics"
"483","edlvmenl","Mother's highest level of education, Netherlands","yes","nominal","discrete","numeric-4.0",1538,42849,"F56NL What is the highest level of education your mother successfully completed? (Netherlands)","Group Socio-demographics"
"484","edlvmdno","Mother's highest level of education, Norway","yes","nominal","discrete","numeric-4.0",1516,42871,"F56NO What is the highest level of education your mother successfully completed? (Norway)","Group Socio-demographics"
"485","edlvmepl","Mother's highest level of education, Poland","yes","nominal","discrete","numeric-4.0",1600,42787,"F56PL What is the highest level of education your mother successfully completed? (Poland)","Group Socio-demographics"
"486","edlvmdpt","Mother's highest level of education, Portugal","yes","nominal","discrete","numeric-4.0",1208,43179,"F56PT What is the highest level of education your mother successfully completed? (Portugal)","Group Socio-demographics"
"487","edlvmdru","Mother's highest level of education, Russian Federation","yes","nominal","discrete","numeric-4.0",2153,42234,"F56RU What is the highest level of education your mother successfully completed? (Russian Federation)","Group Socio-demographics"
"488","edlvmdse","Mother's highest level of education, Sweden","yes","nominal","discrete","numeric-4.0",1456,42931,"F56SE What is the highest level of education your mother successfully completed? (Sweden)","Group Socio-demographics"
"489","edlvmesi","Mother's highest level of education, Slovenia","yes","nominal","discrete","numeric-4.0",1271,43116,"F56SI What is the highest level of education your mother successfully completed? (Slovenia)","Group Socio-demographics"
"490","emprm14","Mother's employment status when respondent 14","no","nominal","discrete","numeric-1.0",43415,972,"F57 When you were 14, did your mother work as an employee, was she self- employed, or was she not working then?","Group Socio-demographics"
"491","occm14b","Mother's occupation when respondent 14","no","nominal","discrete","numeric-2.0",25408,18979,"F59 Which of the descriptions on this card best describes the sort of work she did when you were 14?","Group Socio-demographics"
"492","atncrse","Improve knowledge/skills: course/lecture/conference, last 12 months","no","binary","discrete","numeric-1.0",44158,229,"F60 During the last twelve months, have you taken any course or attended any lecture or conference to improve your knowledge or skills for work?","Group Socio-demographics"
"493","anctry1","First ancestry, European Standard Classification of Cultural and Ethnic Groups","no","nominal","discrete","numeric-6.0",44068,319,"F61 How would you describe your ancestry? Ancestry 1","Group Socio-demographics"
"494","anctry2","Second ancestry, European Standard Classification of Cultural and Ethnic Groups","no","nominal","discrete","numeric-6.0",11221,33166,"F61 How would you describe your ancestry? Ancestry 2","Group Socio-demographics"
"495","region","Region","no","nominal","discrete","character-5",44386,1,"R Region","Group Socio-demographics"
"496","regunit","Regional unit","no","nominal","discrete","numeric-1.0",44387,0,"R11 Level of regional unit","Group Socio-demographics"
"497","intewde","Place of interview: East, West Germany","yes","nominal","discrete","numeric-1.0",2852,41535,"R12 Interview in East or West Germany","Group Socio-demographics"
"498","ipcrtiv","Important to think new ideas and being creative","no","ordinal","discrete","numeric-1.0",43540,847,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Thinking up new ideas and being creative is important to her/him. She/he likes to do things in her/his own original way.","Group Human values"
"499","imprich","Important to be rich, have money and expensive things","no","ordinal","discrete","numeric-1.0",43594,793,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to
be rich. She/he wants to have a lot of money and expensive things.","Group Human values"
"500","ipeqopt","Important that people are treated equally and have equal opportunities","no","ordinal","discrete","numeric-1.0",43567,820,"ipeqopt? ","Group Human values"
"501","ipshabt","Important to show abilities and be admired","no","ordinal","discrete","numeric-1.0",43491,896,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It's important to her/him to show her/his abilities. She/he wants people to admire what she/he does.","Group Human values"
"502","impsafe","Important to live in secure and safe surroundings","no","ordinal","discrete","numeric-1.0",43641,746,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to live in secure surroundings. She/he avoids anything that might endanger her/his safety.","Group Human values"
"503","impdiff","Important to try new and different things in life","no","ordinal","discrete","numeric-1.0",43562,825,"impdiff? ","Group Human values"
"504","ipfrule","Important to do what is told and follow rules","no","ordinal","discrete","numeric-1.0",43366,1021,"ipfrule? ","Group Human values"
"505","ipudrst","Important to understand different people","no","ordinal","discrete","numeric-1.0",43505,882,"ipudrst? ","Group Human values"
"506","ipmodst","Important to be humble and modest, not draw attention","no","ordinal","discrete","numeric-1.0",43529,858,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to be humble and modest. She/he tries not to draw attention to herself/himself.","Group Human values"
"507","ipgdtim","Important to have a good time","no","ordinal","discrete","numeric-1.0",43571,816,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Having a good time is important to her/him. She/he likes to 'spoil' herself/ himself.","Group Human values"
"508","impfree","Important to make own decisions and be free","no","ordinal","discrete","numeric-1.0",43591,796,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to make her/his own decisions about what she/he does. She/he likes to be free and
not depend on others.","Group Human values"
"509","iphlppl","Important to help people and care for others well-being","no","ordinal","discrete","numeric-1.0",43586,801,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It's very important to her/him to help the people around her/him. She/he wants to care for their well-being.","Group Human values"
"510","ipsuces","Important to be successful and that people recognize achievements","no","ordinal","discrete","numeric-1.0",43459,928,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Being very
successful is important to her/him. She/ he hopes people will recognise her/his achievements.","Group Human values"
"511","ipstrgv","Important that government is strong and ensures safety","no","ordinal","discrete","numeric-1.0",43385,1002,"ipstrgv? ","Group Human values"
"512","ipadvnt","Important to seek adventures and have an exciting life","no","ordinal","discrete","numeric-1.0",43548,839,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he looks for adventures and likes to take risks. She/he wants to have an exciting life.","Group Human values"
"513","ipbhprp","Important to behave properly","no","ordinal","discrete","numeric-1.0",43511,876,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him always to behave properly. She/he wants to avoid doing anything people would say is wrong.","Group Human values"
"514","iprspot","Important to get respect from others","no","ordinal","discrete","numeric-1.0",43385,1002,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to
get respect from others. She/he wants people to do what she/he says.","Group Human values"
"515","iplylfr","Important to be loyal to friends and devote to people close","no","ordinal","discrete","numeric-1.0",43610,777,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. It is important to her/him to be loyal to her/his friends. She/he wants to devote herself/himself to people close to her/him.","Group Human values"
"516","impenv","Important to care for nature and environment","no","ordinal","discrete","numeric-1.0",43628,759,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he strongly believes that people should care for nature. Looking after the environment is important to her/him.","Group Human values"
"517","imptrad","Important to follow traditions and customs","no","ordinal","discrete","numeric-1.0",43633,754,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. Tradition is important to her/him. She/he tries to follow the customs
handed down by her/his religion or her/ his family.","Group Human values"
"518","impfun","Important to seek fun and things that give pleasure","no","ordinal","discrete","numeric-1.0",43563,824,"Ha-u Now I will briefly describe some people. Please listen to each description and tell me how much each person is or is not like you. Use this card for your answer. She/he seeks every chance she/ he can to have fun. It is important to her/him to do things that give her/him pleasure.","Group Human values"
"519","name","Title of dataset","no","nominal","discrete","character-12",44387,0,"1 Title of dataset","Group Administrative variables"
"520","essround","ESS round","no","nominal","discrete","numeric-2.0",44387,0,"2 ESS round","Group Administrative variables"
"521","edition","Edition","no","nominal","discrete","character-3",44387,0,"3 Edition","Group Administrative variables"
"522","proddate","Production date","no","ordinal","discrete","character-10",44387,0,"4 Production date","Group Administrative variables"
"523","idno","Respondent's identification number","no","nominal","discrete","numeric-12.0",44387,0,"6 Respondent's identification number","Group Administrative variables"
"524","inwdds","Start of interview, day of month","no","continuous","continuous","numeric-2.0",44364,23,"R2 Start of interview, day of month","Group Administrative variables"
"525","inwmms","Start of interview, month","no","continuous","continuous","numeric-2.0",44365,22,"R3 Start of interview, month","Group Administrative variables"
"526","inwyys","Start of interview, year","no","continuous","continuous","numeric-4.0",44365,22,"R4 Start of interview, year","Group Administrative variables"
"527","inwshh","Start of interview, hour","no","continuous","continuous","numeric-2.0",44352,35,"R5 Start of interview, hour","Group Administrative variables"
"528","inwsmm","Start of interview, minute","no","continuous","continuous","numeric-2.0",44353,34,"R6 Start of interview, minute","Group Administrative variables"
"529","inwdde","End of interview, day of month","no","continuous","continuous","numeric-2.0",44377,10,"R7 End of interview, day of month","Group Administrative variables"
"530","inwmme","End of interview, month","no","continuous","continuous","numeric-2.0",44378,9,"R8 End of interview, month","Group Administrative variables"
"531","inwyye","End of interview, year","no","continuous","continuous","numeric-4.0",44378,9,"R9 End of interview, year","Group Administrative variables"
"532","inwehh","End of interview, hour","no","continuous","continuous","numeric-2.0",43976,411,"R10 End of interview, hour","Group Administrative variables"
"533","inwemm","End of interview, minute","no","continuous","continuous","numeric-2.0",43977,410,"R11 End of interview, minute","Group Administrative variables"
"534","inwtm","Interview length in minutes, main questionnaire","no","continuous","continuous","numeric-4.0",43250,1137,"R20 Interview length in minutes, main questionnaire (calculated)","Group Administrative variables"
